session,method,gender,emotion,n_annotators,agreement,path,audio_path,utterance_id,oracle_transcript
3,script,M,sad,3,3,Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M032.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M032.wav,Ses03M_script01_3_M032,"That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly."
2,impro,M,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F003.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F003.wav,Ses02M_impro05_F003,"Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. Um, so-"
1,script,F,hap,3,3,Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F019.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F019.wav,Ses01F_script01_3_F019,beating around the bush.
1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M010.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M010.wav,Ses01M_script02_1_M010,"Of course, our flashlight.  What's your is mine, mi flashlight es su flashlight."
3,impro,M,neu,4,2,Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M028.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M028.wav,Ses03M_impro03_M028,About two and a half weeks.
3,impro,M,hap,4,4,Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M020.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M020.wav,Ses03M_impro07_M020,And tonight my parents want to take me out to sushi and they said I could bring you.
4,impro,M,fru,3,2,Session4/sentences/wav/Ses04M_impro02/Ses04M_impro02_M020.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro02/Ses04M_impro02_M020.wav,Ses04M_impro02_M020,"I can't do it.  I'd love to.  I mean, I don't - if you understand, I don't want to stay."
3,script,M,sad,3,3,Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M030.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M030.wav,Ses03M_script01_3_M030,Takes a little while to toss that off cause they weren't just men.
2,impro,F,hap,3,2,Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M002.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M002.wav,Ses02F_impro07_M002,"Oh, no way."
2,script,F,hap,3,3,Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M000.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M000.wav,Ses02F_script02_2_M000,"Well, so what do you think?"
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F025.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F025.wav,Ses01M_impro05_F025,They do as matter of fact.  We don't like to publicize it because
3,impro,M,fru,4,3,Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M035.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M035.wav,Ses03M_impro02_M035,What am I going to do?
3,script,M,ang,3,2,Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F009.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F009.wav,Ses03M_script02_2_F009,Okay.  Twice is as many times as we've tried and that's ever.
3,script,F,neu,3,2,Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F007.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F007.wav,Ses03F_script01_1_F007,"Could he-he's acting just like he did after he died, you know?"
4,script,F,sad,3,2,Session4/sentences/wav/Ses04F_script01_3/Ses04F_script01_3_M041.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_3/Ses04F_script01_3_M041.wav,Ses04F_script01_3_M041,"I felt wrong to be alive, to open the new bank book, to drive the new car, to see the new refrigerator."
1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M005.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M005.wav,Ses01F_impro01_M005,"You can't--  This is not the line for Z.X.four.  If you're going to fill out the Z.X.four, you need to have a different form of ID."
1,script,F,hap,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M038.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M038.wav,Ses01F_script02_1_M038,"Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming."
1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M013.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M013.wav,Ses01M_script01_1_M013,"For God's sake, three years?  Nobody comes back after three years. It's insane."
1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F025.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F025.wav,Ses01M_script01_1_F025,You're a considerate fellow.  There's nothing wrong in that.
2,script,M,neu,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F005.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F005.wav,Ses02M_script02_1_F005,Yea.
1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F008.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F008.wav,Ses01F_script01_3_F008,"Well sure, from your mother's point of view.  Why else would I come?"
2,script,M,ang,3,3,Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F033.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F033.wav,Ses02M_script01_1_F033,"What the hell is this, are you crazy?"
2,impro,M,neu,4,4,Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F002.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F002.wav,Ses02M_impro05_F002,"Okay. Well, um- the f."
4,impro,M,sad,3,3,Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_M008.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_M008.wav,Ses04M_impro06_M008,"[BREATHING] I mean, there's nothing really to talk about.  He's gone and I'll never see him again."
4,impro,F,hap,3,2,Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F078.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F078.wav,Ses04F_impro07_F078,That's what you're saying. I'm right. [LAUGHTER]
4,impro,F,ang,3,2,Session4/sentences/wav/Ses04F_impro01/Ses04F_impro01_F004.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro01/Ses04F_impro01_F004.wav,Ses04F_impro01_F004,I did exactly what they told me to do.
3,impro,M,ang,4,4,Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M017.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M017.wav,Ses03M_impro05a_M017,"Sherlock Holmes.  God, where's my luggage?"
4,impro,F,neu,3,2,Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M023.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M023.wav,Ses04F_impro07_M023,You- you- you'll find.
1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M026.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M026.wav,Ses01M_script03_2_M026,I suppose you let him just kiss you or good deal more than too.
3,script,F,ang,3,3,Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F016.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F016.wav,Ses03F_script01_2_F016,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe."
2,script,F,hap,3,2,Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M020.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M020.wav,Ses02F_script03_1_M020,"No. No, it isn't.  Death is very laughable.  Such a cunning little mystery.  All done with mirrors."
3,impro,M,neu,4,3,Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F030.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F030.wav,Ses03M_impro04_F030,But you got to be real about it.  You have to...
2,impro,F,fru,4,4,Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_F017.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_F017.wav,Ses02F_impro01_F017,"I really need this done today.  As you can see, the deadline is almost up and I can't come back."
4,script,F,ang,3,2,Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F023.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F023.wav,Ses04F_script01_1_F023,"From father's point of view, he's not dead and you have no right to take his girl."
1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M040.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M040.wav,Ses01F_script02_2_M040,"You know, actually now that you mention it, no I don't."
1,script,F,sad,3,2,Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M033.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M033.wav,Ses01F_script01_3_M033,"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work."
2,impro,F,fru,4,4,Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_F011.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_F011.wav,Ses02F_impro01_F011,And I can give you my social--
3,script,F,ang,3,2,Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F003.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F003.wav,Ses03F_script02_1_F003,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?"
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F016.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F016.wav,Ses01M_impro05_F016,I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.
4,impro,F,neu,3,2,Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M031.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M031.wav,Ses04F_impro07_M031,"Oh, that's right. Okay, I see. Right, right, right."
3,script,M,fru,3,2,Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_M016.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_M016.wav,Ses03M_script03_2_M016,Nothing.
1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F002.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F002.wav,Ses01F_impro05_F002,I need my bag.
3,script,M,hap,3,2,Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M041.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M041.wav,Ses03M_script02_2_M041,I mean look at the view of the moon we got from here.
4,script,F,fru,3,3,Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_M028.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_M028.wav,Ses04F_script03_2_M028,I think I mentioned once before that I had three minute liquor glasses of brandy the whole evening long.  A child of two couldn't get drunk on that.
4,impro,M,hap,3,2,Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F008.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F008.wav,Ses04M_impro07_F008,Is U.S.C. known for its history program?
3,script,M,fru,3,2,Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F026.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F026.wav,Ses03M_script01_1_F026,"And-And-And if you go on from there if you know already to go on from there, then you can.  But I'm telling you something that I don't know where to go.  You got it?  I mean, do you?"
4,impro,M,sad,3,3,Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F007.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F007.wav,Ses04M_impro06_F007,"How's, um -- how's his parents doing?"
1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F031.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F031.wav,Ses01M_script02_2_F031,This what?  What is this?  This isn't even anything.
1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M051.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M051.wav,Ses01M_script02_2_M051,"Are you cold, huh?  Do you want to go home?"
1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_M015.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_M015.wav,Ses01F_script01_2_M015,"I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?"
4,impro,F,fru,3,2,Session4/sentences/wav/Ses04F_impro08/Ses04F_impro08_M000.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro08/Ses04F_impro08_M000.wav,Ses04F_impro08_M000,"Yeah, um.  I have been trying to reach somebody who will refund, uh, my money."
4,impro,F,fru,3,2,Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_F009.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_F009.wav,Ses04F_impro04_F009,Nothing I'm trying seems to work. Just-
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F007.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F007.wav,Ses02F_impro04_F007,"I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand."
1,impro,F,ang,4,3,Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F012.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F012.wav,Ses01F_impro05_F012,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline."
1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M023.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M023.wav,Ses01M_script03_2_M023,"You know what?  You snap, you snap, you snap you're like a little adder."
4,impro,F,fru,3,2,Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M012.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M012.wav,Ses04F_impro05_M012,We're just talking over each other.
1,impro,M,fru,4,2,Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F035.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F035.wav,Ses01M_impro05_F035,You know I don't need to take this sort of abuse.
3,impro,F,fru,4,4,Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_F011.wav,/Users/vanilla/Documents/courses/AI7102/project/AI7102-Project-1/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_F011.wav,Ses03F_impro01_F011,[LAUGHTER]
